ticket_id,flight_id,ticket_class,luggage_class,passenger_id,passenger_first_name,passenger_second_name,order_method,booking_date
f379f489-b49c-4f16-a9bf-ae1bd0cea29c,0d2fb038-9214-41c6-a19e-6f20429e704b,Business,None,2d595d75-bb49-4f4e-b6cf-7f9fd163fef9,Olivia,Davis,Online,2023-03-19
df86528e-e1ae-4f24-852b-35b08588dbd2,99b57cd4-23d2-45ae-bc75-9dae7e1b72b0,Premium,Checked,da4b479d-aac8-44db-a1e8-3787f2776171,Benjamin,Brown,Online,2024-02-16
0cb91018-1227-470e-8747-72c9ce154d88,9592b5a3-b96a-491a-b6b1-510fc71418ec,Business,CarryOn,72bcfdc2-6e4f-47ab-ae0a-34f95b12ab82,Sophia,Jones,Agent,2023-01-01
2de7ac1e-0693-42f3-95cc-d3b8fc3b2273,99b57cd4-23d2-45ae-bc75-9dae7e1b72b0,Premium,Checked,9a916944-ae46-4a03-919b-89d6a39f7038,Olivia,Garcia,Mobile,2023-06-17
8bf9c0ea-e8ea-4556-a4d1-9804761afe13,06764fb4-e4a0-4414-a846-37a28a972ac4,Premium,None,985ccc77-29fe-4604-a0a0-31fbdf63bfeb,Elijah,Hernandez,Online,2024-04-01
b462a0e6-490b-40a7-9975-66ba83807654,a5ad41e2-95e7-4565-965a-a718a46a5f56,Economy,CarryOn,efad8a09-6449-405c-8a58-ca1a237139c5,Oliver,Garcia,Online,2024-11-01
0be0bf22-d90f-469c-926f-e0c56bead737,16dee8e1-4a63-43e4-8b00-e4d817beac39,Premium,Checked,8668ce5c-ebcb-4675-8383-170a451c94b1,Oliver,Rodriguez,Agent,2024-05-19
67a10aa0-bafa-4975-8e67-34c2fb06987c,32241677-931f-4e23-a6a2-106fd6d3423b,Business,Checked,bc3f372f-cc9d-4ceb-8cd4-972e8c695209,Olivia,Hernandez,Online,2023-01-13
893ba52d-7256-45a3-a14a-56e1ccb11062,1fb16c92-fc40-4c41-89f1-62186fe9874a,Premium,CarryOn,6bd9ab8b-c199-4de8-bfea-1e0777b49696,Benjamin,Johnson,Agent,2023-04-22
648983b2-1351-48b6-83e9-a8f3e85e1afd,0d2fb038-9214-41c6-a19e-6f20429e704b,Business,None,b165f53a-2451-44cc-b87c-8b4fcff83e04,Noah,Garcia,Online,2023-02-12
6d11f556-4e45-499f-bf6d-5f101e1746f7,9592b5a3-b96a-491a-b6b1-510fc71418ec,Premium,CarryOn,a94557d1-adad-498a-bac7-5860dd96fd0f,Benjamin,Brown,Online,2023-08-26
774f7843-2be9-4556-8594-99d6b3cb9841,a5ad41e2-95e7-4565-965a-a718a46a5f56,Economy,Checked,baedbd94-ec99-466b-b203-dc1c0c831ca8,Noah,Garcia,Agent,2024-05-10
f34b04d6-829d-41d2-9e8c-6b27daa4f935,abc5ea8d-023c-4fd0-8436-340c97bca40f,Premium,Checked,0f33d5f0-643d-430f-a121-66b88bef3fad,Sophia,Martinez,Online,2024-02-19
6edfdccf-25e6-4d4e-9ec8-ae80661d3863,ee6d5584-48e3-4462-87ff-0abc4fb17ebd,Economy,None,bd9372db-a86b-4161-968a-03c090809557,Benjamin,Martinez,Mobile,2024-06-29
48d3ce53-7180-4753-8378-0201180df8da,75def785-61b5-4af7-82de-e4aaac50c579,Premium,CarryOn,8fbe6995-3408-4704-8058-0021154d1bfe,Noah,Smith,Online,2024-11-06
cb523a08-7881-4aa4-8fe8-cdba64bae4cb,845b49fd-93b1-472c-9b39-112e1bb3df5d,Business,CarryOn,3e38a5a0-99d2-49f1-bcdf-67591c95cb8c,Benjamin,Miller,Mobile,2024-03-10
292a30b1-a4f1-4ca2-9d16-6e3161116156,695b0f81-e9f7-48f4-a36d-3b7aeb5f5993,Premium,Checked,5d1989c3-2400-446c-9f26-ffe16ed0ae06,Isabella,Johnson,Agent,2023-07-16
797cdcde-d446-440c-9d4f-634b573d4f09,9a7d4b0b-5dbe-47a8-ae74-2508cd248eb7,Premium,CarryOn,3dbcfce4-fe10-4a1e-a16a-a605665f0670,Mia,Johnson,Mobile,2023-09-07
b2e736c5-13aa-4c25-8eef-66770886b9d1,67358c6f-30f3-4ec3-a275-847630fc1976,Business,CarryOn,90c40e8d-9557-434c-b1ec-c1f1190f9ba2,William,Miller,Online,2024-05-18
7c3ab03b-f8f2-4cc6-80b6-ccde37410196,16dee8e1-4a63-43e4-8b00-e4d817beac39,Business,CarryOn,5b5e6e9a-216b-4285-a93c-e1f015bcf2ed,Ava,Davis,Online,2024-03-26
b2ec6623-2fe5-4699-a8d9-774d61df9356,0d2fb038-9214-41c6-a19e-6f20429e704b,Economy,CarryOn,3bdaf58c-67c2-4678-9fe6-0b28e85398bc,Elijah,Brown,Online,2023-06-15
fec8479a-99bf-486d-8f3d-7c72f4b4a6eb,6bf877e3-fbac-46ab-b11e-74e688ec745b,Business,None,60da0053-e365-4ce3-b5ca-a89884793d1b,William,Hernandez,Agent,2023-08-02
0f87a964-3001-4b0c-844e-4200c3082af2,d1c8f034-e6ae-4f7e-ab10-0fb3dcc491df,Economy,None,0aa65217-f088-48cf-9af4-50ea6c0b81c3,Elijah,Rodriguez,Online,2023-11-11
