customer_id,first_name,last_name,loyalty_tier,effective_date,end_date,current_flag
C0373,Charlie,Williams,Gold,2023-01-19,,Y
C0374,John,Jones,Platinum,2021-01-25,,Y
C0375,Frank,Johnson,Platinum,2021-01-26,,Y
C0376,Grace,Rodriguez,Platinum,2021-05-03,,Y
C0377,Alice,Smith,Platinum,2022-08-08,,Y
C0378,Eve,Williams,Platinum,2022-03-21,,Y
C0379,John,Johnson,Gold,2022-02-22,2022-06-18,N
C0379,John,Johnson,Silver,2022-06-18,,Y
C0380,Grace,Rodriguez,Gold,2021-01-13,,Y
C0381,John,Williams,Platinum,2021-04-25,,Y
C0382,Bob,Brown,Gold,2021-07-20,2022-04-06,N
C0382,Bob,Brown,Silver,2022-04-06,,Y
C0383,Diana,Garcia,Platinum,2022-05-08,,Y
C0384,Eve,Miller,Gold,2021-07-18,,Y
C0385,Charlie,Jones,Silver,2022-09-17,,Y
C0386,Bob,Smith,Silver,2022-01-06,,Y
C0387,Hank,Wilson,Silver,2021-02-04,,Y
C0388,Hank,Williams,Platinum,2021-03-04,,Y
C0389,Jane,Johnson,Silver,2022-01-26,,Y
C0390,Hank,Jones,Gold,2022-12-09,,Y
C0391,Grace,Johnson,Platinum,2022-12-05,2023-06-03,N
C0391,Grace,Johnson,Gold,2023-06-03,,Y
C0392,Hank,Miller,Silver,2022-05-18,2022-12-26,N
C0392,Hank,Miller,Platinum,2022-12-26,,Y
C0393,Bob,Smith,Silver,2022-09-09,,Y
C0394,Eve,Williams,Silver,2022-02-10,,Y
C0395,Diana,Miller,Gold,2022-06-04,,Y
C0396,John,Garcia,Gold,2021-12-27,,Y
C0397,Frank,Wilson,Platinum,2021-05-18,2022-05-07,N
C0397,Frank,Wilson,Silver,2022-05-07,,Y
C0398,Hank,Johnson,Platinum,2021-12-05,,Y
C0399,Bob,Johnson,Silver,2021-02-24,,Y
C0400,Bob,Davis,Platinum,2021-05-29,,Y
C0401,Frank,Brown,Platinum,2021-11-10,2022-03-18,N
C0401,Frank,Brown,Gold,2022-03-18,,Y
C0402,Charlie,Rodriguez,Silver,2021-08-14,,Y
C0403,John,Williams,Platinum,2022-12-02,2023-07-07,N
C0403,John,Williams,Silver,2023-07-07,,Y
C0404,Frank,Johnson,Silver,2022-10-08,2023-08-06,N
C0404,Frank,Johnson,Gold,2023-08-06,,Y
C0405,Bob,Williams,Gold,2022-04-25,2022-08-17,N
C0405,Bob,Williams,Platinum,2022-08-17,,Y
C0406,Alice,Smith,Gold,2022-11-03,,Y
C0407,Hank,Smith,Gold,2021-10-12,,Y
C0408,Alice,Jones,Gold,2022-07-05,,Y
C0409,John,Brown,Silver,2022-11-17,,Y
C0410,Alice,Miller,Silver,2022-11-18,2023-04-07,N
C0410,Alice,Miller,Platinum,2023-04-07,,Y
C0411,John,Brown,Gold,2021-01-16,,Y
C0412,Hank,Garcia,Platinum,2022-06-23,,Y
C0413,Alice,Rodriguez,Silver,2021-07-07,,Y
C0414,Frank,Wilson,Silver,2022-06-15,2022-09-15,N
C0414,Frank,Wilson,Platinum,2022-09-15,,Y
C0415,Grace,Miller,Gold,2021-08-25,2022-05-20,N
C0415,Grace,Miller,Platinum,2022-05-20,,Y
C0416,Grace,Jones,Platinum,2022-07-09,,Y
C0417,Hank,Jones,Gold,2022-03-12,,Y
C0418,Eve,Garcia,Gold,2022-01-21,,Y
C0419,Jane,Brown,Platinum,2022-06-15,2022-08-18,N
C0419,Jane,Brown,Silver,2022-08-18,,Y
C0420,Alice,Brown,Platinum,2022-04-03,,Y
C0421,Charlie,Garcia,Silver,2021-12-13,,Y
C0422,Charlie,Smith,Gold,2021-05-04,,Y
C0423,Frank,Miller,Platinum,2022-05-25,2023-03-04,N
C0423,Frank,Miller,Gold,2023-03-04,,Y
C0424,Alice,Miller,Gold,2022-10-19,2023-08-22,N
C0424,Alice,Miller,Silver,2023-08-22,,Y
C0425,Grace,Wilson,Platinum,2022-11-05,2023-03-19,N
C0425,Grace,Wilson,Gold,2023-03-19,,Y
C0426,Hank,Johnson,Silver,2022-04-20,,Y
C0427,Diana,Johnson,Silver,2021-09-01,2022-04-27,N
C0427,Diana,Johnson,Gold,2022-04-27,,Y
C0428,Eve,Rodriguez,Gold,2021-01-18,,Y
C0429,Charlie,Smith,Gold,2021-01-24,,Y
C0430,Hank,Davis,Gold,2022-10-23,,Y
C0431,Diana,Garcia,Platinum,2022-11-01,2023-07-07,N
C0431,Diana,Garcia,Gold,2023-07-07,,Y
C0432,Jane,Jones,Silver,2021-06-27,2022-04-11,N
C0432,Jane,Jones,Platinum,2022-04-11,,Y
C0433,Jane,Davis,Silver,2022-08-22,,Y
C0434,Diana,Garcia,Gold,2021-12-19,2022-03-31,N
C0434,Diana,Garcia,Platinum,2022-03-31,,Y
C0435,Grace,Johnson,Platinum,2022-09-11,2023-01-06,N
C0435,Grace,Johnson,Gold,2023-01-06,,Y
C0436,John,Wilson,Gold,2021-03-26,,Y
C0437,Grace,Johnson,Platinum,2021-08-10,,Y
C0438,John,Smith,Silver,2021-12-31,2022-04-17,N
C0438,John,Smith,Gold,2022-04-17,,Y
C0439,Bob,Johnson,Platinum,2022-06-23,,Y
C0440,Diana,Brown,Silver,2022-04-24,,Y
C0441,Frank,Wilson,Silver,2022-10-25,2023-04-15,N
C0441,Frank,Wilson,Gold,2023-04-15,,Y
C0442,John,Johnson,Silver,2022-04-27,,Y
C0443,Grace,Garcia,Silver,2022-03-30,,Y
C0444,Jane,Johnson,Silver,2022-06-17,,Y
C0445,John,Rodriguez,Gold,2021-06-03,,Y
C0446,Diana,Garcia,Silver,2022-11-13,,Y
C0447,Bob,Williams,Silver,2022-11-09,,Y
C0448,John,Johnson,Gold,2021-01-23,,Y
C0449,Eve,Jones,Gold,2021-10-07,,Y
C0450,Frank,Garcia,Silver,2021-01-16,2021-10-10,N
C0450,Frank,Garcia,Gold,2021-10-10,,Y
C0451,Grace,Williams,Gold,2022-12-28,,Y
C0452,Eve,Brown,Platinum,2021-02-14,,Y
C0453,Jane,Wilson,Gold,2021-10-03,,Y
C0454,Frank,Brown,Gold,2022-01-25,2022-07-17,N
C0454,Frank,Brown,Silver,2022-07-17,,Y
C0455,Diana,Johnson,Gold,2021-07-31,,Y
C0456,Grace,Davis,Platinum,2022-06-08,2023-02-27,N
C0456,Grace,Davis,Gold,2023-02-27,,Y
C0457,Eve,Garcia,Platinum,2021-01-30,2022-01-20,N
C0457,Eve,Garcia,Silver,2022-01-20,,Y
C0458,Diana,Davis,Platinum,2021-05-09,,Y
C0459,Diana,Brown,Silver,2022-10-01,,Y
C0460,Charlie,Davis,Platinum,2022-10-13,2023-08-07,N
C0460,Charlie,Davis,Silver,2023-08-07,,Y
C0461,Grace,Williams,Platinum,2022-09-01,2022-12-12,N
C0461,Grace,Williams,Gold,2022-12-12,,Y
C0462,Jane,Brown,Silver,2022-08-09,,Y
C0463,Eve,Davis,Gold,2021-06-09,,Y
C0464,Charlie,Garcia,Platinum,2022-02-19,2022-10-09,N
C0464,Charlie,Garcia,Silver,2022-10-09,,Y
C0465,Charlie,Smith,Gold,2022-08-11,,Y
C0466,John,Wilson,Platinum,2022-11-16,2023-02-09,N
C0466,John,Wilson,Silver,2023-02-09,,Y
C0467,Frank,Jones,Silver,2022-11-22,,Y
C0468,John,Miller,Platinum,2022-02-23,,Y
C0469,Jane,Johnson,Gold,2022-10-28,2022-12-28,N
C0469,Jane,Johnson,Silver,2022-12-28,,Y
C0470,Hank,Smith,Silver,2022-12-24,,Y
C0471,Frank,Johnson,Silver,2021-10-15,2022-03-28,N
C0471,Frank,Johnson,Gold,2022-03-28,,Y
C0472,Grace,Johnson,Gold,2021-06-22,,Y
C0473,Charlie,Williams,Silver,2021-11-29,2022-09-09,N
C0473,Charlie,Williams,Platinum,2022-09-09,,Y
C0474,Hank,Johnson,Silver,2022-04-19,,Y
C0475,Grace,Johnson,Silver,2021-10-10,,Y
C0476,John,Smith,Silver,2021-10-13,,Y
C0477,Jane,Brown,Gold,2021-12-12,2022-09-14,N
C0477,Jane,Brown,Platinum,2022-09-14,,Y
C0478,Frank,Wilson,Gold,2021-02-01,,Y
C0479,Frank,Miller,Platinum,2021-01-13,,Y
C0480,Charlie,Miller,Silver,2022-10-25,,Y
C0481,Charlie,Wilson,Platinum,2021-10-14,,Y
C0482,Jane,Williams,Silver,2021-06-06,,Y
C0483,Grace,Wilson,Platinum,2021-12-05,2022-04-24,N
C0483,Grace,Wilson,Silver,2022-04-24,,Y
C0484,Diana,Rodriguez,Silver,2021-04-09,2021-06-08,N
C0484,Diana,Rodriguez,Platinum,2021-06-08,,Y
C0485,Frank,Johnson,Gold,2022-01-16,2022-10-15,N
C0485,Frank,Johnson,Silver,2022-10-15,,Y
C0486,Diana,Johnson,Silver,2022-10-17,2023-01-17,N
C0486,Diana,Johnson,Gold,2023-01-17,,Y
C0487,John,Johnson,Platinum,2021-03-19,,Y
C0488,Alice,Davis,Gold,2021-06-17,,Y
C0489,Diana,Brown,Gold,2021-02-23,,Y
C0490,Diana,Smith,Platinum,2021-02-10,,Y
C0491,Grace,Brown,Silver,2022-04-25,,Y
C0492,John,Johnson,Silver,2021-03-13,2021-10-14,N
C0492,John,Johnson,Gold,2021-10-14,,Y
C0493,Charlie,Smith,Silver,2021-08-16,,Y
C0494,Diana,Brown,Silver,2021-07-18,,Y
C0495,Frank,Wilson,Gold,2021-04-20,,Y
C0496,Frank,Rodriguez,Silver,2022-11-27,2023-06-28,N
C0496,Frank,Rodriguez,Platinum,2023-06-28,,Y
C0497,Diana,Jones,Platinum,2022-02-27,,Y
C0498,Eve,Garcia,Silver,2022-03-28,,Y
C0499,Grace,Davis,Silver,2021-08-06,,Y
C0500,Jane,Smith,Gold,2021-12-27,,Y
